customer_id,Recency,Frequency,Monetary
10913,506,1,142.38
18967,240,3,142.35
14901,137,3,142.33
22003,370,2,142.27
22882,95,3,142.23
11070,19,3,142.21
13786,229,3,142.19
780,171,2,142.18
1427,145,2,142.18
19485,89,3,142.17
7463,13,3,142.1
20023,374,3,142.07
19233,478,1,142.03
14826,26,4,141.98
6207,17,3,141.98
2808,465,2,141.95
22687,310,3,141.92
1228,233,2,141.91
5839,369,1,141.9
21153,5,3,141.89
5717,523,1,141.85
16167,42,3,141.84
7688,170,2,141.83
10967,286,3,141.78
19465,275,4,141.73
5752,491,1,141.7
2811,101,3,141.69
14275,108,4,141.64
10302,91,2,141.51
17786,0,2,141.5
13872,208,1,141.44
3154,83,3,141.41
18354,95,2,141.41
10315,94,2,141.4
16012,438,1,141.4
15995,335,2,141.39
6045,39,2,141.36
9351,494,1,141.29
4560,74,2,141.29
4114,481,1,141.16
22833,65,2,141.11
10847,58,2,141.09
14853,27,3,141.09
11663,324,2,141.01
13304,497,1,140.93
6037,116,2,140.9
11664,2,2,140.9
5004,152,2,140.58
21687,115,3,140.54
16515,336,2,140.45
14228,128,3,140.41
5259,249,2,140.41
19518,235,2,140.36
8114,141,2,140.31
15350,336,3,140.29
23296,72,2,140.28
3339,97,2,140.24
14411,99,2,140.24
19826,200,1,140.2
1799,180,2,140.19
7453,28,2,140.15
3646,109,2,140.11
20776,44,2,140.1
1974,427,2,140.09
17102,485,1,140.07
8046,485,2,140.05
13604,202,3,139.97
16544,486,1,139.9
23472,316,2,139.88
13501,169,3,139.85
17279,198,2,139.84
12567,50,3,139.84
3551,60,2,139.82
2355,196,2,139.81
279,320,2,139.81
20593,163,2,139.81
1313,28,1,139.79
16374,245,2,139.74
11573,421,2,139.68
4297,200,2,139.66
23492,337,2,139.66
19587,275,3,139.66
9266,210,2,139.63
10462,442,2,139.55
5417,117,2,139.54
21139,226,2,139.53
14396,93,2,139.48
19335,175,3,139.43
8066,234,1,139.38
19896,95,3,139.29
13335,53,1,139.25
8433,448,2,139.23
404,71,2,139.18
9830,327,4,139.13
3014,27,3,139.13
20746,12,2,139.11
20853,292,3,139.1
19894,237,3,139.08
11146,162,3,139.07
8369,18,3,139.07
2898,520,1,139.06
6598,18,3,139.03
17427,420,3,139.01
8796,13,3,138.96
9194,13,2,138.95
15936,117,3,138.92
16472,43,2,138.79
20256,475,1,138.77
9905,40,3,138.75
10598,394,3,138.74
2753,101,3,138.72
15476,453,2,138.71
15695,59,3,138.69
3205,125,2,138.68
2462,359,3,138.65
21887,101,2,138.65
6282,370,2,138.63
19874,86,2,138.62
19004,31,2,138.59
3479,69,3,138.54
7001,96,2,138.5
5350,486,2,138.48
5412,469,1,138.48
5257,265,2,138.47
15865,339,3,138.47
1121,162,3,138.46
5117,0,3,138.46
20724,468,1,138.45
5741,364,2,138.44
17394,7,2,138.4
19746,476,1,138.4
6084,92,2,138.38
7840,85,2,138.36
124,200,1,138.35
23465,64,3,138.32
8584,186,3,138.31
5252,29,2,138.24
9460,182,3,138.24
9046,172,3,138.2
23077,34,2,138.2
11583,475,2,138.13
19756,116,2,138.09
8199,186,2,137.91
5010,224,2,137.8
19824,0,2,137.77
14814,99,4,137.75
3437,483,2,137.72
15415,158,3,137.72
9428,434,2,137.71
7603,102,2,137.71
1564,264,3,137.7
15074,330,1,137.68
14154,104,2,137.59
25,22,3,137.53
14342,334,3,137.53
15244,117,2,137.51
13595,223,2,137.47
5195,75,3,137.46
13573,103,4,137.43
20337,474,1,137.41
15314,16,1,137.4
20680,415,2,137.39
8637,513,1,137.33
9125,256,2,137.31
2104,495,4,137.25
1582,18,2,137.25
8348,85,3,137.19
1642,259,2,137.18
1413,272,2,137.17
17974,275,2,137.16
2835,185,2,137.15
983,541,1,137.11
13219,467,1,137.04
21343,207,2,137.03
12349,493,2,137.02
10213,297,3,137.01
18589,288,2,137.01
8414,18,3,137.0
18833,480,1,136.98
22262,333,2,136.97
13396,132,2,136.91
11101,306,2,136.9
1649,212,3,136.88
1692,505,2,136.83
18494,102,3,136.82
20894,338,2,136.79
11001,506,1,136.77
22872,37,1,136.76
3592,62,2,136.74
11040,506,1,136.74
8916,101,3,136.7
13570,439,3,136.69
21821,353,4,136.67
5500,232,2,136.62
12466,121,2,136.6
918,205,3,136.59
20963,98,2,136.53
5556,492,3,136.51
22828,417,1,136.5
20967,142,2,136.45
3127,26,3,136.42
15638,221,3,136.42
13019,143,3,136.36
16793,174,4,136.35
15145,421,3,136.34
9477,77,2,136.32
2035,426,2,136.3
3782,175,2,136.24
18381,256,2,136.23
10689,74,2,136.2
1833,2,2,136.17
15265,342,2,136.13
6968,20,2,136.07
19747,370,2,136.07
2864,365,3,136.03
10487,429,3,136.01
17853,5,3,136.01
19260,367,3,135.97
20510,45,1,135.96
18682,480,1,135.93
19136,25,2,135.92
3960,119,1,135.91
17753,163,3,135.9
22652,96,3,135.88
27,534,2,135.87
6980,101,2,135.84
15627,52,3,135.8
6932,519,1,135.8
3345,192,2,135.72
3021,494,2,135.71
6539,520,1,135.7
10833,507,2,135.68
10021,274,2,135.68
8624,330,2,135.67
13017,35,2,135.61
265,495,2,135.6
11217,501,1,135.6
8141,515,1,135.59
21444,470,1,135.59
17728,91,2,135.58
368,267,2,135.58
10391,449,3,135.57
5041,30,3,135.55
12007,23,3,135.5
2742,517,3,135.39
18460,131,2,135.39
21963,59,2,135.38
8405,67,3,135.36
14167,445,2,135.35
21427,470,1,135.34
4946,491,2,135.33
1323,324,3,135.3
10277,461,2,135.29
1635,56,2,135.27
941,120,3,135.27
16854,372,1,135.26
22706,280,3,135.18
9758,59,2,135.16
6714,512,2,135.16
18584,100,2,135.15
8242,515,2,134.96
926,183,3,134.94
5285,206,3,134.91
16395,453,2,134.91
23090,198,3,134.9
12899,34,2,134.9
4880,449,3,134.76
20736,125,2,134.73
7540,6,2,134.72
23413,100,2,134.66
15930,85,3,134.65
9841,105,2,134.64
23544,157,2,134.63
5012,526,1,134.55
12383,496,2,134.54
19998,371,2,134.5
9709,141,3,134.43
848,42,2,134.39
15128,463,3,134.33
6590,501,2,134.33
3799,90,1,134.32
17591,38,3,134.3
2889,401,3,134.29
1830,538,1,134.28
1638,32,3,134.26
6796,2,3,134.22
702,147,2,134.19
14325,56,2,134.17
14683,340,3,134.14
18089,195,1,134.12
12436,244,3,134.1
5671,71,3,134.1
3068,345,3,134.0
14633,166,3,133.96
15288,95,1,133.96
3770,364,3,133.95
14704,15,3,133.95
5569,224,2,133.89
11514,444,2,133.89
6264,179,2,133.87
6557,283,2,133.87
8053,125,2,133.81
19976,265,1,133.77
9632,60,2,133.76
13779,356,2,133.68
13510,23,2,133.65
18347,369,3,133.64
208,129,1,133.63
6328,366,1,133.55
11694,430,2,133.54
13213,88,2,133.53
18171,95,3,133.52
9568,75,3,133.51
8426,208,4,133.46
16770,480,2,133.45
3566,208,2,133.41
4798,49,2,133.36
22456,317,2,133.32
3767,507,2,133.3
17076,311,2,133.26
9376,333,2,133.25
3856,223,2,133.16
20840,295,1,133.14
20412,16,2,133.13
4640,330,2,133.12
18230,141,3,133.1
7542,416,3,133.08
19243,134,2,133.08
21140,246,2,133.07
20454,16,2,133.0
18696,105,3,132.99
21017,472,1,132.97
12360,50,2,132.95
14409,278,4,132.93
17740,4,2,132.93
15766,18,3,132.9
19082,479,1,132.88
1929,307,3,132.86
8511,128,2,132.82
19121,108,3,132.81
21742,320,3,132.77
14379,453,3,132.76
4777,35,3,132.72
20966,472,1,132.71
13406,96,2,132.69
13667,223,4,132.68
23204,2,2,132.66
8966,224,2,132.64
1474,15,2,132.61
1596,139,3,132.6
1241,153,3,132.57
17936,336,3,132.56
15456,426,2,132.49
23121,25,2,132.42
14947,171,3,132.37
16741,182,2,132.32
23086,66,2,132.31
4413,24,2,132.2
20118,174,3,132.2
18851,183,4,132.16
9505,123,2,132.03
1066,198,2,132.03
13686,163,2,132.02
23489,9,2,131.94
2850,148,2,131.93
18275,26,3,131.92
12676,481,2,131.91
22721,465,1,131.88
4278,33,3,131.86
4615,72,2,131.83
7399,67,2,131.79
16631,95,2,131.79
10366,221,3,131.78
10797,2,3,131.76
19557,422,2,131.73
17149,241,3,131.73
4182,31,1,131.71
5594,24,2,131.7
10652,311,3,131.69
14594,493,1,131.65
13909,104,3,131.6
11272,17,2,131.51
15098,112,2,131.46
10025,251,2,131.45
14919,478,3,131.36
1581,272,3,131.33
23363,402,1,131.32
4526,429,2,131.31
19980,379,3,131.24
5344,525,1,131.22
11567,6,2,131.19
7266,518,1,131.16
14119,338,2,131.06
10078,20,2,130.99
16532,245,2,130.95
11171,65,2,130.93
21243,265,2,130.9
18365,40,3,130.87
2015,463,2,130.87
23111,16,3,130.86
17575,54,2,130.8
19996,31,2,130.8
7868,160,3,130.78
16260,481,1,130.75
1196,164,3,130.72
8239,66,2,130.7
12465,501,1,130.69
4456,180,3,130.67
11760,464,3,130.59
20547,304,2,130.58
12624,143,3,130.56
4461,42,3,130.54
20481,419,2,130.52
19254,467,2,130.51
17344,274,4,130.49
11692,358,2,130.48
4433,528,1,130.47
1557,538,2,130.47
15864,27,3,130.43
7482,396,3,130.39
5574,9,2,130.36
19316,337,2,130.31
21302,244,2,130.3
23035,81,2,130.29
3298,291,3,130.22
13954,20,3,130.19
6777,102,3,130.16
19783,136,2,130.14
6337,82,2,130.1
5723,420,3,130.07
2152,307,3,130.07
5466,97,2,130.07
17986,136,2,130.05
17389,449,1,130.04
18617,76,2,130.03
19888,230,2,130.02
8868,513,1,129.98
17617,284,2,129.97
22527,466,1,129.96
15168,403,2,129.92
12613,152,2,129.91
11560,504,2,129.89
17176,222,2,129.82
11003,114,2,129.8
4246,497,3,129.77
9417,200,3,129.74
16675,487,1,129.71
7338,183,1,129.67
22060,34,3,129.66
13186,213,3,129.61
18325,481,1,129.61
22394,58,3,129.56
8988,74,3,129.55
1851,221,3,129.55
12593,74,3,129.51
19979,449,4,129.51
13841,488,1,129.51
7512,73,2,129.51
15625,52,3,129.48
6361,314,3,129.48
1430,514,2,129.41
3328,123,2,129.38
9422,166,3,129.35
6887,515,1,129.33
13842,442,3,129.32
9622,400,2,129.31
11312,272,2,129.27
9113,74,2,129.25
4123,27,4,129.25
56,195,3,129.19
742,519,2,129.15
10266,508,1,129.09
17152,388,2,129.07
2343,428,2,129.06
2833,33,3,128.99
19986,113,3,128.93
3492,507,1,128.92
5814,430,3,128.88
5499,212,3,128.85
5971,278,3,128.81
2305,24,2,128.58
12008,103,2,128.56
18121,83,3,128.51
6811,519,1,128.49
14914,490,1,128.49
10982,369,1,128.47
19300,407,2,128.44
16154,207,3,128.41
6596,8,3,128.35
16007,236,3,128.33
20443,258,2,128.28
9542,100,4,128.28
8576,84,3,128.27
10038,0,3,128.26
13730,234,2,128.23
6491,199,3,128.21
14692,192,2,128.19
20549,436,3,128.18
15840,382,3,128.18
5844,270,2,128.16
18442,264,3,128.1
22372,49,2,128.09
15540,286,3,128.09
813,490,2,128.08
2900,151,1,128.08
13835,123,2,128.02
20994,133,2,127.98
13462,253,3,127.96
1201,9,2,127.94
15771,306,1,127.93
3316,229,2,127.91
16469,487,1,127.91
7851,35,3,127.89
7548,232,3,127.88
5755,6,2,127.86
1842,103,2,127.81
18660,139,3,127.79
17762,470,2,127.73
23387,212,3,127.67
13528,212,3,127.65
10486,321,1,127.65
20322,264,3,127.64
12030,112,3,127.64
10976,506,1,127.55
22495,187,3,127.51
18005,473,1,127.51
16040,2,2,127.5
22008,145,2,127.49
17579,200,3,127.49
18346,60,2,127.47
6312,117,1,127.46
5668,163,3,127.46
11616,363,2,127.46
13709,13,2,127.4
22493,19,3,127.34
11431,201,3,127.33
19392,15,3,127.27
13114,44,3,127.27
2177,315,3,127.27
5478,71,2,127.26
7729,127,3,127.15
16258,54,2,127.13
23425,25,1,127.12
19073,85,3,127.08
7003,503,2,127.07
1435,13,2,127.05
2553,535,1,127.04
7741,253,3,127.02
7587,213,1,126.95
19343,148,2,126.94
15751,488,2,126.9
3219,532,1,126.9
1133,32,2,126.87
9152,485,2,126.87
6496,163,3,126.86
16614,237,2,126.85
6840,293,2,126.82
5842,345,3,126.76
10136,1,4,126.75
15232,97,1,126.72
13831,245,3,126.58
17509,105,2,126.57
12865,310,3,126.56
20224,130,3,126.55
2838,492,2,126.55
12530,117,3,126.52
20612,369,3,126.48
14422,93,3,126.46
20139,46,3,126.46
14844,24,2,126.38
13508,497,1,126.37
7154,276,2,126.34
4831,414,3,126.32
8672,513,1,126.29
12770,412,2,126.23
9813,131,3,126.22
3934,522,2,126.22
12719,219,3,126.2
6691,471,2,126.19
17627,14,3,126.13
16983,84,2,126.11
9654,413,1,126.09
20464,232,2,126.09
1506,200,3,126.07
3758,216,3,126.07
20845,371,2,126.05
20163,20,1,126.02
7828,134,1,126.0
2366,31,3,125.96
9553,78,3,125.96
18224,341,2,125.96
4020,468,1,125.95
10046,480,1,125.94
13923,483,2,125.93
8522,211,3,125.92
11487,19,2,125.92
11497,504,1,125.88
7097,383,2,125.87
1302,540,1,125.82
1834,236,2,125.82
17273,54,2,125.73
14003,96,2,125.7
2086,537,1,125.69
733,543,1,125.6
22467,61,2,125.6
9566,120,3,125.56
17438,9,2,125.5
7155,112,2,125.45
15254,491,1,125.45
17947,30,3,125.33
4417,469,2,125.27
17749,12,2,125.26
21331,248,1,125.19
6122,330,2,125.19
14095,229,3,125.18
22096,79,2,125.14
13583,19,3,125.13
2576,535,1,125.08
6675,219,2,125.06
551,543,1,125.02
648,536,2,124.94
13511,426,3,124.93
114,139,2,124.93
13874,225,2,124.9
8724,252,2,124.9
20240,297,2,124.88
13790,284,2,124.85
11136,312,2,124.83
17496,5,3,124.79
22910,38,2,124.79
10735,192,2,124.78
6656,366,3,124.78
15554,338,2,124.76
15187,249,3,124.75
8714,290,2,124.75
18006,222,1,124.73
11346,113,2,124.72
5440,0,2,124.71
4323,15,2,124.71
2916,375,2,124.71
4311,422,3,124.7
15383,124,2,124.68
12566,112,3,124.58
9329,451,3,124.58
13429,158,3,124.56
22622,263,2,124.55
13224,481,3,124.54
21377,58,3,124.5
4874,514,2,124.46
14635,83,3,124.45
5827,40,3,124.4
13628,371,2,124.31
14627,129,2,124.3
5007,27,2,124.26
3591,531,1,124.24
22819,121,2,124.21
10602,507,1,124.17
17022,74,3,124.14
6479,367,3,124.12
16388,57,2,124.08
21935,155,4,124.07
9310,502,2,124.05
15044,197,4,124.04
9809,283,3,124.03
17170,30,2,124.0
20078,418,2,123.95
8765,99,2,123.91
8498,500,1,123.91
2736,337,1,123.9
7505,234,1,123.84
17257,179,2,123.73
2557,104,3,123.72
1236,162,3,123.71
2770,187,3,123.7
21613,470,1,123.7
2706,524,1,123.69
610,40,2,123.66
5169,27,3,123.65
5398,105,2,123.64
15873,73,2,123.59
22659,76,2,123.59
20987,367,3,123.57
11180,252,3,123.57
1938,526,2,123.55
15529,125,3,123.53
3711,319,3,123.53
822,394,2,123.5
3040,275,2,123.43
14219,27,2,123.39
7522,517,1,123.32
3455,165,3,123.32
6834,519,1,123.31
11277,418,3,123.26
17236,250,3,123.25
1601,29,3,123.2
19198,224,2,123.19
8211,30,3,123.12
4626,90,3,123.09
12462,145,2,123.08
15781,58,3,123.08
10327,128,2,123.05
21763,278,2,123.02
13316,79,1,122.98
6025,130,3,122.96
18011,205,2,122.94
21341,415,2,122.94
16125,487,2,122.93
19308,224,3,122.88
20837,372,3,122.88
8935,512,1,122.88
10828,206,3,122.86
4509,125,3,122.84
8263,465,2,122.83
18689,97,3,122.82
1959,538,1,122.77
12801,479,2,122.74
10921,341,2,122.73
21130,264,1,122.7
1920,21,2,122.69
14639,192,2,122.69
5268,395,3,122.69
16699,487,1,122.69
19885,231,3,122.67
653,68,3,122.65
7215,83,3,122.64
6147,166,2,122.62
11257,441,2,122.6
10965,16,2,122.59
9121,93,2,122.58
5011,46,3,122.54
7414,473,3,122.51
1292,99,3,122.5
19239,419,2,122.49
14694,50,2,122.48
3141,41,2,122.42
13544,106,3,122.41
142,80,2,122.39
1411,114,1,122.39
7421,181,1,122.38
10318,425,1,122.33
18223,74,1,122.28
10172,116,2,122.25
14383,204,2,122.18
11925,41,2,122.17
4018,161,1,122.16
21954,100,2,122.13
17709,476,1,122.12
5039,521,2,122.09
17724,448,4,122.09
20600,49,3,122.09
13248,6,3,122.07
11047,500,1,122.07
21846,60,3,122.06
474,135,3,122.06
4751,235,2,122.05
16672,337,1,122.01
14846,493,1,122.0
4718,62,2,121.99
17634,281,2,121.98
10909,498,2,121.97
20486,201,3,121.94
10723,507,1,121.92
22224,288,1,121.92
15034,132,2,121.91
19429,473,2,121.87
13976,106,2,121.85
16599,235,2,121.85
991,33,2,121.82
9483,503,2,121.82
16948,349,2,121.79
4665,96,3,121.76
9406,511,1,121.74
11285,42,2,121.72
23568,434,2,121.7
12991,150,3,121.7
20774,41,3,121.67
20715,473,1,121.66
4926,117,4,121.65
18995,25,1,121.65
18248,234,3,121.6
2621,305,2,121.56
1750,421,2,121.56
17079,28,2,121.54
5555,181,2,121.53
17267,483,1,121.51
10358,11,2,121.45
22002,264,2,121.45
13314,346,2,121.44
1826,412,2,121.44
12857,336,1,121.42
14810,60,2,121.4
1910,510,2,121.4
22803,465,1,121.37
703,542,1,121.34
11412,410,3,121.33
18683,290,2,121.33
8635,513,1,121.32
12164,160,3,121.29
20909,472,1,121.29
19367,233,2,121.25
814,509,2,121.25
4962,39,2,121.24
592,428,3,121.24
20772,354,2,121.23
14860,38,3,121.2
12049,419,1,121.16
8643,42,2,121.14
7217,453,2,121.13
14834,493,1,121.1
1600,236,2,121.09
6152,233,2,121.08
9718,29,2,121.07
6629,264,3,121.05
21037,289,2,121.04
21124,471,1,120.97
3338,223,3,120.96
130,62,2,120.95
11057,506,1,120.94
10096,2,2,120.93
6221,519,2,120.92
18214,83,2,120.91
63,40,2,120.91
19983,106,2,120.9
9047,20,3,120.88
2027,175,3,120.82
9086,107,2,120.82
22575,152,2,120.76
2787,479,2,120.76
2310,501,2,120.74
9258,54,2,120.74
20868,29,2,120.72
9021,390,2,120.72
2514,466,2,120.69
11283,234,3,120.66
4940,526,1,120.64
7670,114,2,120.61
4056,229,2,120.57
12355,488,3,120.56
17529,440,2,120.56
23386,416,2,120.55
23059,464,2,120.51
15618,380,3,120.48
5182,231,2,120.45
16794,72,3,120.42
12915,248,3,120.36
7362,251,3,120.35
12580,75,2,120.35
3630,215,3,120.29
20722,174,2,120.27
7738,480,2,120.26
17806,427,2,120.23
9003,144,3,120.22
23063,96,3,120.22
1716,72,2,120.18
4708,356,2,120.16
19669,46,1,120.14
20333,272,3,120.14
498,521,2,120.13
14648,492,1,120.09
7816,403,2,120.04
21204,28,3,120.01
18612,220,2,119.98
10740,20,3,119.98
15179,461,1,119.97
2240,78,1,119.95
3449,522,3,119.94
1330,343,3,119.93
7753,282,2,119.92
18165,384,2,119.91
19644,184,3,119.9
6492,32,2,119.89
11785,468,2,119.89
20850,203,3,119.81
12985,64,1,119.8
22471,281,2,119.78
3858,3,3,119.74
21477,414,3,119.69
18847,480,1,119.68
5122,106,2,119.63
3685,27,3,119.63
14703,1,3,119.58
8929,512,1,119.57
5837,507,1,119.55
17506,212,1,119.54
162,545,1,119.54
17120,485,1,119.51
3105,383,2,119.49
13306,405,2,119.49
5146,42,2,119.48
1522,416,2,119.47
4463,500,2,119.44
20919,274,2,119.44
3533,275,2,119.43
11657,358,3,119.38
21675,102,3,119.34
21473,138,3,119.29
6918,75,2,119.27
9499,511,1,119.25
18032,361,2,119.23
22634,16,2,119.2
9872,509,1,119.19
7782,117,3,119.11
3550,95,3,119.11
21161,115,2,119.1
8699,480,1,119.09
16697,262,2,119.07
6686,93,3,119.03
668,461,1,119.03
14655,224,2,119.02
3594,495,1,119.0
12479,298,3,119.0
7024,461,3,118.99
565,441,2,118.98
21698,128,2,118.96
21774,442,1,118.95
5311,204,2,118.94
13999,60,1,118.94
23508,448,2,118.93
2799,532,1,118.93
14316,72,2,118.93
19828,124,3,118.93
19338,297,2,118.92
358,55,3,118.92
22383,54,2,118.92
3133,233,3,118.86
10332,415,2,118.84
19927,236,3,118.76
3148,197,3,118.76
12298,222,3,118.71
11757,301,2,118.69
17126,3,3,118.66
17668,282,3,118.65
16000,489,1,118.59
11851,503,1,118.59
10963,506,1,118.58
5572,442,2,118.56
2693,534,2,118.55
7698,460,1,118.55
2411,428,2,118.52
9115,206,2,118.52
4256,98,2,118.48
12002,18,2,118.48
12206,451,3,118.46
9753,221,3,118.45
19542,177,2,118.43
9920,251,1,118.42
12474,20,2,118.4
12373,141,2,118.4
20586,253,2,118.4
4915,119,2,118.37
2958,334,2,118.36
10409,211,2,118.35
276,29,3,118.35
14565,95,2,118.34
17897,20,3,118.31
12903,424,1,118.14
11163,483,3,118.09
10310,17,2,118.07
18837,392,2,118.04
19595,34,3,118.03
14417,26,3,118.01
18761,480,1,117.96
7887,335,1,117.96
15389,490,1,117.95
3261,338,2,117.94
6934,217,3,117.93
21890,307,2,117.93
6976,519,1,117.93
14918,215,2,117.86
8360,514,2,117.84
17134,31,2,117.83
15985,219,2,117.8
23205,337,3,117.78
2926,534,1,117.76
8377,514,1,117.74
11484,504,1,117.72
5367,383,3,117.72
18674,373,2,117.71
22413,160,2,117.69
21393,2,2,117.69
1916,103,2,117.63
16945,12,3,117.61
9429,47,2,117.57
21487,470,1,117.54
484,30,3,117.49
9802,130,2,117.46
13319,48,3,117.45
15211,233,2,117.39
21510,21,3,117.37
6759,187,3,117.36
5460,9,3,117.35
2268,419,2,117.34
43,37,2,117.32
2361,534,2,117.23
14709,362,3,117.22
17927,432,1,117.19
13113,211,2,117.18
18752,258,2,117.17
21615,245,3,117.17
11915,74,2,117.17
16305,229,2,117.16
2704,535,1,117.15
21367,466,1,117.11
958,542,1,117.1
21512,365,2,117.08
22846,449,2,117.07
3192,179,2,117.07
10052,192,1,117.05
4247,78,3,117.04
8459,136,2,117.04
10623,222,3,117.03
2675,184,3,117.03
1630,488,1,117.02
22468,366,2,116.98
20148,82,2,116.98
1701,474,2,116.97
16081,91,2,116.96
14792,19,2,116.92
8216,438,1,116.92
21583,106,1,116.92
3259,201,2,116.92
23402,5,2,116.92
3469,204,3,116.89
23177,89,3,116.84
21082,122,2,116.83
7082,295,2,116.81
1561,232,2,116.81
2718,533,1,116.8
13105,290,1,116.79
11199,7,3,116.79
15867,461,2,116.78
14912,472,1,116.74
1285,540,1,116.73
523,249,2,116.73
23347,80,2,116.73
14796,214,4,116.72
9260,511,1,116.71
7013,515,2,116.7
4183,18,2,116.69
18716,2,2,116.68
21019,396,2,116.68
7103,231,2,116.68
12445,162,3,116.66
20290,423,2,116.65
4232,69,2,116.64
15901,435,2,116.58
21531,183,2,116.48
894,153,2,116.44
22737,90,2,116.39
1348,536,2,116.39
6308,470,2,116.3
16203,222,2,116.28
9806,509,1,116.27
22914,236,3,116.23
3016,221,3,116.22
17396,391,2,116.22
4981,205,3,116.2
209,472,3,116.17
23131,274,3,116.15
5987,243,3,116.14
21679,364,2,116.1
16353,103,2,116.09
21810,16,3,116.08
21772,74,1,116.07
16994,14,2,116.02
2415,505,2,115.95
2655,343,2,115.95
7228,518,1,115.94
12627,435,2,115.91
10356,463,2,115.82
11829,235,3,115.8
2412,318,3,115.77
4796,404,3,115.76
3017,527,2,115.74
7690,319,2,115.67
2745,139,2,115.64
18904,396,3,115.6
20630,218,3,115.59
1298,508,3,115.59
20101,25,2,115.57
4490,444,2,115.57
5072,72,3,115.56
9783,313,2,115.56
20943,452,2,115.51
8318,234,3,115.5
15598,167,1,115.45
9391,71,2,115.43
16549,61,3,115.43
12096,302,2,115.42
15753,24,3,115.37
4233,516,1,115.32
21973,334,2,115.27
20628,19,2,115.22
732,232,2,115.19
185,39,3,115.19
5860,29,3,115.18
18391,84,1,115.03
17973,88,2,115.02
2972,317,2,114.98
3513,481,1,114.97
8787,82,3,114.97
6253,104,2,114.97
15227,476,1,114.95
20114,435,3,114.94
19694,477,1,114.92
7559,26,2,114.92
5929,214,2,114.9
21655,255,3,114.85
6891,147,2,114.82
1293,62,2,114.82
3010,427,2,114.81
9702,129,2,114.81
15845,344,2,114.8
8093,430,2,114.8
16702,19,2,114.76
14252,317,2,114.76
21157,460,2,114.75
7837,475,2,114.73
21839,308,1,114.72
4583,2,1,114.72
21828,340,2,114.71
18599,282,1,114.71
22357,109,3,114.68
18882,4,1,114.67
7762,232,2,114.67
20532,47,2,114.64
14605,143,3,114.59
18606,481,1,114.54
23367,452,1,114.53
17758,483,1,114.52
18382,15,1,114.5
19145,144,2,114.49
3235,425,2,114.42
19013,427,3,114.4
5911,466,2,114.33
20476,366,2,114.32
11821,65,2,114.28
2899,215,1,114.22
14543,494,1,114.2
15878,44,2,114.16
10184,127,2,114.09
12043,82,3,114.04
21126,94,3,113.98
18370,155,2,113.97
3307,355,2,113.96
10208,509,1,113.94
7623,416,3,113.91
4211,201,2,113.91
21717,22,1,113.89
11558,287,1,113.87
2489,165,3,113.86
21201,395,2,113.85
17081,30,2,113.84
195,161,2,113.79
10127,438,2,113.79
22989,464,1,113.77
5905,470,2,113.74
15373,337,2,113.73
9737,385,3,113.71
7342,510,2,113.71
6765,167,2,113.68
17226,376,2,113.66
2820,265,1,113.63
17033,485,1,113.59
1659,525,3,113.58
5775,14,3,113.56
8259,462,2,113.56
20956,165,3,113.52
6103,471,1,113.52
3073,63,2,113.51
8486,186,2,113.49
17412,113,3,113.49
16596,102,2,113.47
22710,31,3,113.46
7892,21,3,113.46
19503,477,1,113.45
21109,13,3,113.41
11129,97,3,113.4
2722,448,3,113.38
7920,420,3,113.37
11557,498,2,113.36
304,399,2,113.34
23034,388,2,113.33
1025,14,2,113.32
9467,147,2,113.32
13161,115,2,113.3
19816,73,3,113.29
20298,51,2,113.27
16082,103,2,113.25
20705,118,3,113.19
16239,19,3,113.19
19992,124,2,113.15
12265,494,1,113.13
2721,196,2,113.07
10770,106,2,113.03
4584,269,3,112.99
9424,124,2,112.9
13906,87,2,112.86
3084,169,2,112.85
9557,196,3,112.79
18994,80,2,112.79
19256,419,3,112.77
18641,480,1,112.76
17601,484,1,112.76
10895,339,3,112.74
12547,129,2,112.74
3539,531,1,112.73
1257,154,3,112.71
15674,115,2,112.69
8443,473,2,112.67
6324,184,2,112.67
20691,44,3,112.62
9585,8,2,112.58
18739,249,1,112.57
20097,409,2,112.52
14124,482,2,112.51
19193,103,3,112.49
21404,212,1,112.47
20621,8,2,112.46
15213,491,1,112.43
15991,42,3,112.43
6470,475,2,112.42
2975,22,1,112.4
4489,212,3,112.38
17113,208,1,112.37
16359,367,1,112.35
8276,459,3,112.35
18406,386,2,112.34
23082,445,3,112.33
10281,286,2,112.32
13364,167,2,112.27
21212,167,2,112.25
22477,3,2,112.24
446,1,2,112.23
12561,3,3,112.22
8856,513,1,112.2
10961,465,1,112.2
21527,165,3,112.2
20158,88,3,112.18
855,370,2,112.17
14485,158,3,112.17
11089,506,1,112.17
20590,337,2,112.17
2163,233,2,112.14
19657,393,2,112.14
19044,77,1,112.14
14620,169,3,112.12
1800,431,1,112.08
10139,164,3,112.07
1297,505,2,112.04
7300,42,2,112.02
7468,432,1,112.0
5333,223,2,111.99
8936,19,3,111.97
12338,28,3,111.91
13021,93,2,111.91
20551,23,3,111.89
18314,407,2,111.88
8181,147,3,111.87
21897,279,2,111.8
8303,260,2,111.79
22902,211,3,111.76
15742,446,1,111.72
8395,5,2,111.71
10308,505,1,111.7
12196,163,3,111.67
22827,177,3,111.67
13013,10,2,111.66
7899,74,3,111.66
23559,368,2,111.65
21747,4,2,111.65
18702,92,2,111.63
17053,107,3,111.62
9030,501,2,111.61
2329,515,1,111.6
